State,District,Population,active_infs,new_infs,gamma,gamma_d,beta,delta,repr_ratio
Maharashtra,Sangli,3055687,2462.714286,245,0.112447682,0.00476587,0.126131995,0.08,1.121694926
Bihar,Samastipur,5229372,878.4897959,75,0.128671038,0.000792871,0.156947693,0.495,1.219759288
Tamil_Nadu,Salem,3962368,1245.387755,185,0.081619501,0.002038983,0.119897124,0.46,1.468976445
Bihar,Saharsa,2340509,736.2244898,122.1428571,0.119772795,7.06E-05,0.191365461,0.495,1.597737294
Uttar_Pradesh,Saharanpur,4074084,696.0612245,88.85714286,0.068740039,0.002060411,0.130410709,0.435,1.897157925
Andhra_Pradesh,S.P.S._Nellore,3256832,6069.204082,563.4285714,0.100311293,0.001171739,0.095780736,0.185,0.954835033
Bihar,Rohtas,3490729,944.6734694,91.28571429,0.113389638,0.000996743,0.123800561,0.26,1.091815469
Haryana,Rewari,1042054,378.5918367,47.28571429,0.133981394,0.000723063,0.116085093,0.495,0.866426971
Maharashtra,Ratnagiri,1544901,719.2857143,99.42857143,0.048803314,0.00396435,0.096391741,0.08,1.975106441
Jharkhand,Ranchi,3536714,1921.44898,120.8571429,0.054493901,0.00062202,0.075379071,0.495,1.383257017
Uttar_Pradesh,Rampur,2781652,690.2040816,61.42857143,0.08884057,0.001120282,0.079752379,0.495,0.897702244
Tamil_Nadu,Ramanathapuram,1522413,420.8367347,52.71428571,0.113109759,0.002327291,0.122492785,0.305,1.082955053
Karnataka,Ramanagara,1131764,700.7755102,66.85714286,0.075259732,0.000732333,0.070190612,0.095,0.932644985
Gujarat,Rajkot,4483728,1182.77551,95.14285714,0.054929439,0.001676205,0.085208014,0.35,1.551226732
Chhattisgarh,Raipur,5313458,1588.142857,192.5714286,0.05454911,0.001669821,0.111939411,0.47,2.052085021
Maharashtra,Raigad,3087777,4278.795918,465.5714286,0.092426986,0.002272208,0.097065733,0.355,1.050188227
Karnataka,Raichur,2196148,1505.571429,185.1428571,0.084559871,0.00159094,0.147899446,0.285,1.749050049
Bihar,Purnia,4086253,651.4693878,115.5714286,0.141991251,0.000248564,0.183560378,0.375,1.292758372
Odisha,Puri,1896950,508.8979592,74.14285714,0.089459183,0.000723013,0.124128886,0.495,1.387547721
West_Bengal,Purba_Medinipur,5795189,1072.734694,165.7142857,0.107103697,0.00128289,0.174181383,0.46,1.626287307
Maharashtra,Pune,11971755,40369.40816,2514.571429,0.064233096,0.001665735,0.065837849,0.105,1.024983269
Tamil_Nadu,Pudukkottai,1775923,1025.265306,141.1428571,0.100558066,0.001928231,0.131479494,0.27,1.307498238
Puducherry,Puducherry,1196990,1934.979592,294.7142857,0.080263298,0.001416326,0.120310022,0.09,1.49894191
Uttar_Pradesh,Prayagraj,7047792,2019.571429,209.2857143,0.087619367,0.001567749,0.105062396,0.44,1.19907733
Andhra_Pradesh,Prakasam,3733488,3364.142857,475.8571429,0.088641014,0.001932459,0.131218127,0.26,1.48033197
Bihar,Patna,7071903,3895.081633,447.5714286,0.120169878,0.000488679,0.110200354,0.495,0.917038079
Punjab,Patiala,2227327,1097.734694,135.5714286,0.092600438,0.002491243,0.176566845,0.255,1.906760371
Kerala,Pathanamthitta,1165397,344.877551,35.85714286,0.075643653,9.15E-05,0.019816144,0.08,0.26196704
Haryana,Panipat,1469296,623.0204082,70.14285714,0.086463456,0.001692089,0.118131413,0.385,1.366258287
Rajasthan,Pali,2255261,517.0612245,26.42857143,0.127267123,0.001345123,0.07587628,0.495,0.596197023
Kerala,Palakkad,2995210,720.8571429,122,0.107196522,9.25E-05,0.167813133,0.09,1.565471815
Others2,Others2,0,0,0,0,0,0,0,0
Others,Others,0,0,0,0,0,0,0,0
Maharashtra,Osmanabad,1828220,1364.142857,187.1428571,0.084381612,0.002368123,0.163913158,0.21,1.942522237
West_Bengal,North_24_Parganas,11087990,5585.755102,587.7142857,0.109207345,0.002717762,0.110561876,0.495,1.012403295
Odisha,Nayagarh,1060750,412.8979592,67.28571429,0.097228046,0.000959098,0.154451315,0.085,1.588546937
Maharashtra,Nashik,7319991,7285.897959,820.5714286,0.089213644,0.001317105,0.127727333,0.335,1.431701773
Bihar,Nalanda,3426197,974.5714286,94.42857143,0.121371243,0.000418966,0.124145135,0.11,1.022854605
Maharashtra,Nagpur,5252740,5902.367347,711.2857143,0.069562018,0.002899859,0.131370104,0.19,1.888532098
Assam,Nagaon,3377084,1372.489796,141,0.062374154,0.000160626,0.111821175,0.495,1.792748571
West_Bengal,Nadia,5732669,605.5102041,94.14285714,0.119256695,0.001522294,0.172664534,0.475,1.447839338
Bihar,Muzaffarpur,6001439,991.6326531,126,0.10804361,0.000552562,0.125811448,0.495,1.164450612
West_Bengal,Murshidabad,8438930,512.3673469,89.42857143,0.115286817,0.001849315,0.18118856,0.1,1.571632942
Maharashtra,Mumbai,12875246,19737.89796,763.4285714,0.052515988,0.002387744,0.044566404,0.495,0.848625448
Uttar_Pradesh,Moradabad,5842497,716.7959184,80.57142857,0.091864278,0.001826732,0.094260324,0.08,1.02608246
Uttar_Pradesh,Meerut,3929657,507.877551,49.42857143,0.067911598,0.002131333,0.095183004,0.495,1.401572156
Odisha,Mayurbhanj,2820002,272.1428571,59.57142857,0.095985029,0.000411959,0.155557555,0.495,1.620643941
Karnataka,Mandya,1844483,1234.204082,113.7142857,0.058439013,0.001443562,0.104238754,0.315,1.783718607
Kerala,Malappuram,4607416,1468.122449,248.7142857,0.079213686,0.000310577,0.141612192,0.145,1.7877238
Tamil_Nadu,Madurai,3522087,1287.734694,108.4285714,0.090764615,0.002560229,0.011766998,0.21,0.129643008
Bihar,Madhubani,5505630,824.7142857,142,0.093448601,0.00015934,0.149440984,0.36,1.599178392
Punjab,Ludhiana,3978950,1855.959184,238.7142857,0.093236427,0.004774928,0.12146475,0.405,1.302760667
Uttar_Pradesh,Lucknow,5643953,6234.163265,673.1428571,0.070241881,0.001372452,0.114636938,0.08,1.63203115
Maharashtra,Latur,2847849,2036.244898,225.8571429,0.063917282,0.003173767,0.137213635,0.495,2.146737654
Uttar_Pradesh,Kushinagar,4303027,719.0408163,86.85714286,0.088021713,0.000705963,0.158627151,0.495,1.802136605
Andhra_Pradesh,Kurnool,4591225,9720.326531,878.4285714,0.114181743,0.000734088,0.113681222,0.26,0.995616455
Andhra_Pradesh,Krishna,4836115,3595.693878,293.1428571,0.093027997,0.000704501,0.094968451,0.495,1.020858812
Kerala,Kozhikode,3285453,1096.122449,111.8571429,0.070817226,0.000678745,0.114458461,0.3,1.616251676
Kerala,Kottayam,1993556,465.4693878,61.85714286,0.092529961,0.000111991,0.105155388,0.48,1.136446897
Rajasthan,Kota,2374146,1437.632653,133.1428571,0.036333244,0.001325385,0.088951378,0.35,2.448209062
Karnataka,Koppal,1591085,1272.285714,168.5714286,0.092967861,0.003066826,0.138676739,0.495,1.49166322
Kerala,Kollam,2681357,566.7755102,56,0.078413536,0.00037975,0.098855095,0.305,1.260689161
West_Bengal,Kolkata,4429215,6779.714286,637.5714286,0.101743558,0.002848166,0.096144224,0.49,0.944966202
Maharashtra,Kolhapur,4223670,5556.795918,716.7142857,0.074038293,0.002700622,0.113478294,0.435,1.532697334
Karnataka,Kolar,1684505,1003.244898,72.14285714,0.061321035,0.000726069,0.08835954,0.265,1.4409336
Odisha,Khordha,2651917,3022.530612,315,0.072361239,0.000367819,0.093294957,0.495,1.28929463
Bihar,Katihar,3844591,1338.714286,142.7142857,0.082570703,0.000224923,0.14188004,0.16,1.718285487
Tamil_Nadu,Kanyakumari,2064474,1757.408163,163.4285714,0.108034016,0.002397617,0.08822955,0.415,0.816683054
Uttar_Pradesh,Kanpur_Nagar,4988132,4569.204082,293.8571429,0.06807477,0.001237116,0.075988089,0.495,1.116244513
Kerala,Kannur,2630254,393.8979592,50,0.09429942,0.00067639,0.11275203,0.14,1.195681052
Tamil_Nadu,Kancheepuram,5375809,2746.857143,295.5714286,0.114865437,0.001451853,0.107643179,0.495,0.937124182
Assam,Kamrup_Metropolitan,1459166,7044.22449,516.1428571,0.045024761,0.000112857,0.054286145,0.08,1.205695355
Assam,Kamrup,1730282,1135.040816,185.7142857,0.057247078,0.000456005,0.095392324,0.495,1.66632652
Karnataka,Kalaburagi,2978691,2412.102041,212,0.096844324,0.001920389,0.078873772,0.495,0.814438771
Rajasthan,Jodhpur,4596008,1620.734694,147.4285714,0.087898415,0,0.089959539,0.495,1.023448936
Uttar_Pradesh,Jhansi,2258291,589.2857143,54.71428571,0.098035578,0.001792393,0.067420814,0.32,0.68771782
Uttar_Pradesh,Jaunpur,5092293,992.4897959,35.28571429,0.120014722,0.00087238,0.047287178,0.495,0.394011481
West_Bengal,Jalpaiguri,4353029,439.8979592,58.42857143,0.112872726,0.001429137,0.142491257,0.495,1.262406451
Maharashtra,Jalna,2340859,794.5102041,88.57142857,0.045832257,0.004404781,0.121100222,0.495,2.642248686
Maharashtra,Jalgaon,4791614,4220.428571,499.8571429,0.089871362,0.002242626,0.118969807,0.08,1.323778833
Punjab,Jalandhar,2424458,1045.693878,124.8571429,0.074802334,0.002962367,0.107821894,0.46,1.441424199
Odisha,Jajpur,2031329,290.8367347,63,0.113757314,0.000301419,0.155138351,0.48,1.36376595
Madhya_Pradesh,Jabalpur,2782697,558.2244898,82.71428571,0.095770365,0.003122184,0.129330854,0.275,1.350426663
Madhya_Pradesh,Indore,4232165,2420.306122,184,0.025851763,0.000512466,0.073096677,0.185,2.82753163
West_Bengal,Hooghly,5987089,1215.428571,127.7142857,0.103776908,0.001730585,0.116094629,0.495,1.11869424
Karnataka,Haveri,1755246,750.755102,91.28571429,0.077815932,0.002733799,0.083305214,0.495,1.070541872
Karnataka,Hassan,1827184,2031.734694,159.4285714,0.079117995,0.00256644,0.081707984,0.49,1.032735773
Uttarakhand,Haridwar,2404304,1012.612245,125.5714286,0.085086205,0.001121614,0.125471086,0.245,1.474634887
Madhya_Pradesh,Gwalior,2475115,677.1428571,72,0.093835684,0.001839723,0.103412164,0.26,1.102055847
Andhra_Pradesh,Guntur,5302318,7591.795918,631.5714286,0.094049221,0.001156619,0.105013791,0.16,1.116583318
Uttar_Pradesh,Gorakhpur,5146869,1676.795918,278.8571429,0.086592647,0.001347641,0.131113668,0.495,1.514143209
Uttar_Pradesh,Ghaziabad,6388981,1016.653061,102,0.08767133,8.75E-05,0.094463831,0.175,1.07747688
Bihar,Gaya,5423337,865.1632653,119.2857143,0.11737216,0.001177766,0.131880076,0.13,1.123606109
Uttar_Pradesh,Gautam_Buddha_Nagar,2361277,893.7755102,77.28571429,0.094057129,0.000124473,0.082376106,0.32,0.875809274
Odisha,Ganjam,3897162,2231.55102,273.1428571,0.142053912,0.001683339,0.094322276,0.295,0.663989288
Karnataka,Gadag,1155573,1079.530612,111,0.085284642,0.001183716,0.097165212,0.34,1.13930492
Haryana,Faridabad,2331927,887.122449,128.7142857,0.154063759,0.001718682,0.150640446,0.495,0.97777989
Tamil_Nadu,Erode,2486748,374.3469388,54.42857143,0.080674495,0.00199658,0.16220465,0.08,2.010606324
Kerala,Ernakulam,3449887,1189.510204,116.1428571,0.07371344,0.000573794,0.103277394,0.1,1.401065981
Andhra_Pradesh,East_Godavari,5393020,14174.63265,1227.142857,0.073101847,0.000519358,0.107220871,0.495,1.46673273
Bihar,East_Champaran,6432169,1157.306122,166.5714286,0.09907045,0.00078025,0.205600303,0.495,2.075293915
Chhattisgarh,Durg,3910011,374.0204082,56.57142857,0.027235235,0.001645284,0.113274005,0.495,4.159097756
Tamil_Nadu,Dindigul,2397684,694.3877551,125.2857143,0.129978522,0.004270872,0.157630573,0.495,1.212743236
Assam,Dibrugarh,1467813,1249.653061,298.2857143,0.0543843,0.000929578,0.160589602,0.38,2.952866958
Karnataka,Dharwad,2096774,2384.428571,240.7142857,0.09135771,0.00259798,0.093822103,0.495,1.026975201
Jharkhand,Dhanbad,2972477,417.4285714,92.28571429,0.119980251,0.001699725,0.120777936,0.495,1.006648475
Uttar_Pradesh,Deoria,3495943,835.4081633,86.57142857,0.094886808,0.000969743,0.119063739,0.465,1.254797607
Delhi,Delhi,19960711,10705.89796,1021.857143,0.104428142,0.001646629,0.11172193,0.495,1.069845039
Uttarakhand,Dehradun,2183252,437.2653061,56.71428571,0.069063102,0.002407487,0.104051429,0.24,1.506613883
Karnataka,Davanagere,2095957,1230.367347,265.7142857,0.140595122,0.003868059,0.185777812,0.19,1.321367409
West_Bengal,Darjeeling,2090575,773.0204082,86.14285714,0.116330446,0.002207555,0.12166404,0.115,1.045848649
Karnataka,Dakshina_Kannada,2278916,2828.938776,238.7142857,0.13630248,0.002535142,0.076295387,0.495,0.559750542
West_Bengal,Dakshin_Dinajpur,1849043,514.2653061,72.57142857,0.113618139,0.001131383,0.107526608,0.495,0.946385934
Odisha,Cuttack,2909014,1022.530612,115.1428571,0.099261471,0.000719107,0.133416177,0.45,1.344088253
Tamil_Nadu,Cuddalore,2932641,2255.877551,273.7142857,0.073903757,0.001091818,0.145596803,0.16,1.970086623
West_Bengal,Cooch_Behar,3164699,472.5918367,53.85714286,0.125501008,0.000383814,0.122800884,0.225,0.978485234
Andhra_Pradesh,Chittoor,4601128,7297.857143,908.8571429,0.087625394,0.001362621,0.122275842,0.085,1.395438429
Karnataka,Chikkaballapura,1358942,930.3061224,49.85714286,0.082589674,0.001051516,0.055771677,0.495,0.675286321
Tamil_Nadu,Chennai,4937551,11385.36735,1076.142857,0.088735152,0.001706422,0.080146661,0.44,0.90321208
Chandigarh,Chandigarh,1217412,626.5918367,83.85714286,0.052175698,0.000862956,0.105011354,0.43,2.012648767
Assam,Cachar,2049170,1200.081633,187.7142857,0.046255213,0.000632182,0.187826738,0.495,4.060660972
Bihar,Buxar,2035854,771.5306122,102.1428571,0.112256384,0.000359928,0.169850597,0.08,1.513059584
Maharashtra,Buldhana,2952348,768.7755102,65.85714286,0.073196872,0.003398422,0.092961821,0.44,1.270024513
Karnataka,Bidar,1907010,872.7755102,94.85714286,0.083245332,0.001693258,0.08836191,0.495,1.061463835
Madhya_Pradesh,Bhopal,2973789,1863.530612,98.42857143,0.062761968,0.001481234,0.030777951,0.08,0.490391752
Bihar,Bhojpur,3254287,777.9591837,76,0.100087444,0.000984237,0.144018804,0.2,1.438929782
Bihar,Bhagalpur,3723123,882.3265306,100.1428571,0.108705068,0.001483385,0.119130444,0.48,1.09590515
Karnataka,Bengaluru_Urban,13624407,33371.95918,2232.285714,0.067644881,0.000815837,0.064685706,0.1,0.956254265
Karnataka,Belagavi,5352819,3389.22449,343,0.06800269,0.001323956,0.082850472,0.21,1.2183411
Bihar,Begusarai,3668866,1199.265306,169.4285714,0.112215369,0.000354115,0.190605597,0.495,1.698569447
Maharashtra,Beed,3037079,1244.653061,136.8571429,0.046937533,0.002527654,0.106115997,0.425,2.260791939
Uttar_Pradesh,Bareilly,5356663,1781.693878,174.1428571,0.079889228,0.000955478,0.100913785,0.495,1.263171363
Uttar_Pradesh,Barabanki,3898578,541.0408163,76.42857143,0.088574134,0.001049247,0.12565289,0.295,1.418618333
Uttar_Pradesh,Ballia,3741668,946.2040816,90.28571429,0.08585022,0.001193134,0.060517531,0.235,0.704919929
Odisha,Balasore,2623782,401.1836735,83.57142857,0.107137142,0.000776289,0.167716609,0.495,1.565438509
Uttar_Pradesh,Azamgarh,5318554,939.3469388,69,0.087317445,0.001713187,0.108365252,0.08,1.241049284
Uttar_Pradesh,Ayodhya,2874258,594.2653061,52.57142857,0.080007227,0.001594639,0.085869111,0.495,1.073266942
Maharashtra,Aurangabad,4606386,5162.265306,310.7142857,0.03904675,0.000597712,0.058532895,0.495,1.49904653
Bihar,Araria,3566532,613.4285714,109.8571429,0.096029443,0.000596977,0.187895386,0.23,1.956643517
Maharashtra,Amravati,3167458,879.2857143,105.2857143,0.101261601,0.001794675,0.141011671,0.095,1.392548303
Rajasthan,Alwar,4420767,2122.040816,108.1428571,0.082088534,7.18E-05,0.043054918,0.47,0.524493689
Uttar_Pradesh,Aligarh,4419128,1182.897959,75.71428571,0.054076694,0.000105498,0.061182769,0.135,1.131407339
Maharashtra,Akola,1997502,452.3265306,39.85714286,0.061229183,0.003177224,0.057746127,0.38,0.943114454
Rajasthan,Ajmer,3011068,544.4897959,75.14285714,0.142429525,0.000742705,0.145598885,0.29,1.022252123
Maharashtra,Ahmednagar,5048643,3911.489796,529.2857143,0.150357721,0.001713593,0.164801196,0.495,1.096060746
Andhra_Pradesh,A0tapur,4523180,6731.44898,774.2857143,0.131303865,0.001204581,0.111132892,0.495,0.846379439
Maharashtra,0ded,3867378,1814.591837,116,0.03928587,0.002271898,0.057685565,0.325,1.468354028
