State,District,Population,active_infs,new_infs,gamma,gamma_d,beta,delta,repr_ratio
Karnataka,Gadag,1155573,11.44897959,0.571428571,0.062205586,0.003471905,0.003501222,0.34,0.056284681
Haryana,Faridabad,2331927,607.9795918,109.2857143,0.0510923,0.004207842,0.130120982,0.495,2.546782627
Tamil_Nadu,Erode,2486748,2.224489796,0,0.080674495,0.00199658,0.114250886,0.08,1.41619586
Kerala,Ernakulam,3449887,48.93877551,7.285714286,0.03436328,0.000618067,0.091183092,0.1,2.653503728
Andhra_Pradesh,East_Godavari,5393020,149.8163265,16.85714286,0.036067091,0.001179578,0.013686128,0.495,0.379463055
Bihar,East_Champaran,6432169,53.63265306,4,0.238439827,0.001961907,0.18602391,0.495,0.7801713
Chhattisgarh,Durg,3910011,28.42857143,4.428571429,0.103586352,0.001645284,0.237176926,0.495,2.289654214
Tamil_Nadu,Dindigul,2397684,47.14285714,7.428571429,0.085763161,0.001477896,0.150114268,0.495,1.750335067
Assam,Dibrugarh,1467813,48.85714286,0.285714286,0.0543843,0.000929578,0.072121273,0.38,1.326141421
Karnataka,Dharwad,2096774,37.89795918,13.85714286,0.05728334,0.003100647,0.194274029,0.495,3.391457763
Jharkhand,Dhanbad,2972477,48.51020408,0,0.037702741,0.001699725,-0.069388042,0.495,-1.840397809
Uttar_Pradesh,Deoria,3495943,67.04081633,1.857142857,0.062146833,0.000969743,-0.011295985,0.465,-0.18176285
Delhi,Delhi,19960711,19894.81633,1911.285714,0.043901508,0.003128263,0.106518157,0.495,2.42629839
Uttarakhand,Dehradun,2183252,235.8571429,14.71428571,0.070322159,0.003572642,0.045028338,0.24,0.640315068
Karnataka,Davanagere,2095957,40.91836735,2.285714286,0.140595122,0.009064365,0.096969547,0.19,0.68970776
West_Bengal,Darjeeling,2090575,90.85714286,14.57142857,0.092146883,0.001488517,0.185991015,0.115,2.018418961
Karnataka,Dakshina_Kannada,2278916,116.7755102,22.85714286,0.079807448,0.001641867,0.125790497,0.495,1.576174906
West_Bengal,Dakshin_Dinajpur,1849043,18.44897959,5.285714286,0.119503761,0.001131383,0.20755321,0.495,1.736792279
Odisha,Cuttack,2909014,104.5918367,22,0.090358809,0.001185741,0.161443565,0.45,1.786694261
Tamil_Nadu,Cuddalore,2932641,53.51020408,11,0.073903757,0.000447434,0.196482774,0.16,2.65863039
West_Bengal,Cooch_Behar,3164699,137.7142857,9.428571429,0.125501008,0.000383814,0.051086563,0.225,0.407060975
Andhra_Pradesh,Chittoor,4601128,97.44897959,8.571428571,0.050044922,0.001064786,0.081947882,0.085,1.637486449
Karnataka,Chikkaballapura,1358942,41.28571429,0,0.072959013,0.000561023,-0.059288665,0.495,-0.812629762
Tamil_Nadu,Chennai,4937551,12752.53061,1385.714286,0.088735152,0.001449036,0.125039916,0.44,1.409136216
Chandigarh,Chandigarh,1217412,39.28571429,5.571428571,0.06414688,0.001519095,0.073836716,0.43,1.151057013
Assam,Cachar,2049170,8.510204082,0.142857143,0.161020231,0.000632182,0.124915672,0.495,0.775776256
Bihar,Buxar,2035854,35.73469388,2,0.112256384,0.000359928,0.146278538,0.08,1.303075448
Maharashtra,Buldhana,2952348,38.63265306,5.857142857,0.095782373,0.003398422,0.13560997,0.44,1.415813431
Karnataka,Bidar,1907010,134.0408163,14.85714286,0.090221903,0.003885653,0.098399969,0.495,1.090643903
Madhya_Pradesh,Bhopal,2973789,525.7959184,57.57142857,0.074839252,0.001973118,0.102752932,0.08,1.372981803
Bihar,Bhojpur,3254287,59.7755102,5.714285714,0.115306818,0.000984237,0.132049691,0.2,1.145202797
Bihar,Bhagalpur,3723123,134.244898,9.571428571,0.102863192,0.00161431,0.100068193,0.48,0.972827998
Karnataka,Bengaluru_Urban,13624407,240.755102,35.71428571,0.041110886,0.005810168,0.130573922,0.1,3.176139808
Karnataka,Belagavi,5352819,124.1428571,0.857142857,0.081567522,0.000228846,-0.014267298,0.21,-0.174913952
Bihar,Begusarai,3668866,92.63265306,5.714285714,0.082245777,0.000811448,-0.024717187,0.495,-0.300528343
Maharashtra,Beed,3037079,17.08163265,2,0.046937533,0.003163775,0.052809491,0.425,1.125101542
Uttar_Pradesh,Bareilly,5356663,49.06122449,10.42857143,0.053165618,0.003737324,0.147768848,0.495,2.779406191
Uttar_Pradesh,Barabanki,3898578,48.81632653,6.714285714,0.103417336,0.001049247,0.172068182,0.295,1.663823389
Uttar_Pradesh,Ballia,3741668,19.63265306,1.142857143,0.085904818,0.001193134,-0.025747603,0.235,-0.299722456
Odisha,Balasore,2623782,33.6122449,2.714285714,0.107137142,0.000776289,0.010190839,0.495,0.095119572
Uttar_Pradesh,Azamgarh,5318554,83.44897959,1.285714286,0.07670166,0.001713187,-0.034694908,0.08,-0.452335813
Uttar_Pradesh,Ayodhya,2874258,51.93877551,5.142857143,0.073367668,0.001594639,0.044806852,0.495,0.610716587
Maharashtra,Aurangabad,4606386,815.755102,110.2857143,0.057526692,0.005506461,0.124633104,0.495,2.166526536
Bihar,Araria,3566532,35.93877551,1.857142857,0.109620141,0.000596977,0.006814835,0.23,0.062167731
Maharashtra,Amravati,3167458,81.95918367,8.857142857,0.101261601,0.004370199,0.063112783,0.095,0.623264711
Rajasthan,Alwar,4420767,125.1020408,20.57142857,0.070061297,0.000721361,0.260698195,0.47,3.721001572
Uttar_Pradesh,Aligarh,4419128,92.32653061,10.28571429,0.065621546,0.003128847,0.10407379,0.135,1.585969787
Maharashtra,Akola,1997502,368.3061224,28.85714286,0.07830353,0.004956349,0.113968842,0.38,1.455475152
Rajasthan,Ajmer,3011068,46.51020408,7.571428571,0.083047681,0.003134654,0.102748986,0.29,1.237228841
Maharashtra,Ahmednagar,5048643,74.30612245,5.428571429,0.121499634,0.004408945,0.075297226,0.495,0.619732125
Andhra_Pradesh,A0tapur,4523180,172.5714286,29.57142857,0.091968033,0.000427456,0.204383838,0.495,2.222335653
Maharashtra,0ded,3867378,58.89795918,10,0.09648502,0.004788202,0.142763152,0.325,1.479640588
