State,District,Population,active_infs,new_infs,gamma,gamma_d,beta,delta,repr_ratio
West_Bengal,Dakshin_Dinajpur,1849043,72,7.428571429,0.119503761,0.001131383,0.173635097,0.495,1.452967629
Odisha,Cuttack,2909014,91.81632653,16.42857143,0.099261471,0.001185741,0.113883383,0.45,1.147307029
Tamil_Nadu,Cuddalore,2932641,350.4897959,27,0.073903757,0.000447434,0.133579449,0.16,1.807478459
West_Bengal,Cooch_Behar,3164699,18.75510204,1.857142857,0.125501008,0.000383814,-0.046659137,0.225,-0.371782964
Andhra_Pradesh,Chittoor,4601128,420.1020408,61.71428571,0.050044922,0.00134444,0.164068884,0.085,3.278432185
Karnataka,Chikkaballapura,1358942,28.14285714,7,0.072959013,0.000561023,0.163708835,0.495,2.243846626
Tamil_Nadu,Chennai,4937551,19487.44898,2102.714286,0.088735152,0.001442073,0.114898159,0.44,1.294843777
Chandigarh,Chandigarh,1217412,85.12244898,3.714285714,0.06414688,0.001519095,0.057289543,0.43,0.893099455
Assam,Cachar,2049170,16,0,0.161020231,0.000632182,0.161408103,0.495,1.002408836
Bihar,Buxar,2035854,49.02040816,3.142857143,0.112256384,0.000359928,-0.014146493,0.08,-0.126019501
Maharashtra,Buldhana,2952348,51.7755102,10.28571429,0.095782373,0.003398422,0.128034491,0.44,1.336722899
Karnataka,Bidar,1907010,127.1428571,12.28571429,0.090221903,0.012471384,0.027982844,0.495,0.310155768
Madhya_Pradesh,Bhopal,2973789,630.2857143,32.71428571,0.071003039,0.002970041,0.044191745,0.08,0.622392308
Bihar,Bhojpur,3254287,38.71428571,9.714285714,0.115306818,0.000984237,0.220900282,0.2,1.9157608
Bihar,Bhagalpur,3723123,91.55102041,18,0.102863192,0.00161431,0.168392874,0.48,1.637056667
Karnataka,Bengaluru_Urban,13624407,1613.877551,516,0.041110886,0.002029378,0.212778577,0.1,5.175723428
Karnataka,Belagavi,5352819,23.59183673,3.428571429,0.08725425,0.000228846,0.095943145,0.21,1.099581348
Bihar,Begusarai,3668866,59.3877551,13.57142857,0.082245777,0.000811448,0.093859488,0.495,1.14120739
Maharashtra,Beed,3037079,27.44897959,2.285714286,0.046937533,0.003163775,0.070707586,0.425,1.506418881
