State,District,Population,active_infs,new_infs,gamma,gamma_d,beta,delta,repr_ratio
Uttarakhand,Udham_Singh_Nagar,2137842,549.6326531,43,0.007465907,0.00049806,0.089337505,0.495,11.96606162
Karnataka,Tumakuru,2766758,642.4081633,99.42857143,0.049117959,0.002992254,0.140291419,0.145,2.856214318
Tamil_Nadu,Tiruvannamalai,2746014,1680.734694,181.5714286,0.069826657,0.001552717,0.061069327,0.08,0.87458471
Tamil_Nadu,Tirunelveli,3457579,1483.836735,260.7142857,0.075375703,0.00127714,0.129351961,0.495,1.716096257
Tamil_Nadu,Tiruchirappalli,3028346,1267.326531,151,0.114032525,0.00096831,0.14682543,0.495,1.287575019
Assam,Tinsukia,1511412,235.1020408,55.42857143,0.063282432,0.000667502,0.089331252,0.495,1.411627993
Tamil_Nadu,Thoothukkudi,1905099,2337.77551,305.1428571,0.134378163,0.000974887,0.133457394,0.32,0.993147922
Tamil_Nadu,Thiruvallur,1356153,3869.959184,404,0.101745915,0.001823163,0.117880038,0.11,1.158572686
Kerala,Thiruva0thapuram,3362979,2640.306122,200.1428571,0.053480243,0.000205102,0.082998229,0.365,1.551941893
Tamil_Nadu,Theni,1400617,1651.061224,243.8571429,0.084088991,0.001706874,0.127501093,0.495,1.516263811
Tamil_Nadu,Thanjavur,2590519,890.755102,145.4285714,0.126757811,0.001209105,0.169600949,0.105,1.337992096
Maharashtra,Thane,14587316,35648.38776,1450.428571,0.042882924,0.001432492,0.026964923,0.36,0.628803262
Gujarat,Surat,8350343,3318.530612,281.7142857,0.072137403,0.002878853,0.088282663,0.135,1.22381261
Odisha,Sundargarh,2362022,264.0612245,57.14285714,0.104765012,0.001491871,0.242575226,0.13,2.315422124
Andhra_Pradesh,Srikakulam,2861294,2062,374.4285714,0.115657982,0.001280118,0.162308935,0.445,1.403352653
West_Bengal,South_24_Parganas,9485640,1431.857143,152,0.108236511,0.0018388,0.109425782,0.42,1.010987707
Haryana,Sonipat,1623165,540.122449,32.85714286,0.10721806,0.00090157,0.058121171,0.21,0.542083778
Maharashtra,Solapur,4787647,3572.22449,268.2857143,0.051319077,0.002385785,0.103987148,0.09,2.026286391
Bihar,Siwan,4003684,359.6734694,42,0.098638235,0.000585004,0.019582267,0.495,0.198526131
Tamil_Nadu,Sivaganga,1529329,720.7346939,65.57142857,0.133130205,0.001985434,0.053657162,0.085,0.403042736
Karnataka,Shivamogga,1858248,660.877551,91.85714286,0.054436075,0.00251302,0.124852383,0.41,2.29355962
Uttar_Pradesh,Shahjahanpur,3595030,349.9387755,61.71428571,0.064189046,0.00135782,0.135450114,0.475,2.110174901
Maharashtra,Satara,3190531,1260.44898,144.2857143,0.063417767,0.00479796,0.104857435,0.105,1.653439395
Bihar,Saran,4713945,421.3469388,86,0.107632173,0.001153984,0.213780665,0.25,1.986215258
Maharashtra,Sangli,3055687,704.9591837,159.2857143,0.068825165,0.00552365,0.163631909,0.08,2.377501156
Bihar,Samastipur,5229372,331.6326531,50,0.097804268,0.000792871,0.148822129,0.495,1.521632258
Tamil_Nadu,Salem,3962368,877.0408163,127.1428571,0.094261817,0.002038983,0.119416942,0.46,1.26686442
Bihar,Saharsa,2340509,113.2857143,35.42857143,0.105372015,7.06E-05,0.193110026,0.495,1.832650023
Uttar_Pradesh,Saharanpur,4074084,217.2653061,42,0.068740039,0.002108902,0.169400416,0.435,2.464363121
Andhra_Pradesh,S.P.S._Nellore,3256832,2390.102041,512.8571429,0.028391001,0.001050576,0.134125142,0.185,4.724213261
Bihar,Rohtas,3490729,654.8367347,117.7142857,0.113389638,0.000996743,0.207582814,0.26,1.830703559
Haryana,Rewari,1042054,435.9183673,70.57142857,0.133981394,0.000723063,0.142865488,0.495,1.066308417
Maharashtra,Ratnagiri,1544901,609.5102041,38.85714286,0.030821268,0.003559608,0.073877521,0.08,2.396965644
Jharkhand,Ranchi,3536714,1065.77551,111.2857143,0.034860238,0.001522622,0.140652733,0.495,4.034761086
Uttar_Pradesh,Rampur,2781652,221.5102041,50.14285714,0.08884057,0.001120282,0.175760718,0.495,1.978383515
Tamil_Nadu,Ramanathapuram,1522413,794.5102041,55.71428571,0.108856742,0.002137229,0.088437987,0.305,0.812425442
Karnataka,Ramanagara,1131764,426.7959184,64.14285714,0.075259732,0.000732333,0.124293383,0.095,1.651525718
Gujarat,Rajkot,4483728,710.1020408,76.42857143,0.054929439,0.001046348,0.085208014,0.35,1.551226732
Chhattisgarh,Raipur,5313458,1095.77551,156.1428571,0.085036116,0.00151264,0.135431927,0.47,1.592640079
Maharashtra,Raigad,3087777,5028.816327,419,0.054515793,0.001911445,0.047412585,0.355,0.869703669
Karnataka,Raichur,2196148,703.8163265,110,0.094705414,0.001651659,0.164440233,0.285,1.736334038
Bihar,Purnia,4086253,239.5918367,69.71428571,0.149828316,0.000248564,0.261201658,0.375,1.743339736
Odisha,Puri,1896950,223.0816327,36.71428571,0.044730857,0.000723013,0.192747349,0.495,4.309046648
West_Bengal,Purba_Medinipur,5795189,472.1020408,50,0.107103697,0.00128289,0.110824257,0.46,1.034737923
Maharashtra,Pune,11971755,44625.10204,2758.857143,0.04583809,0.001467777,0.068119228,0.105,1.486083462
Tamil_Nadu,Pudukkottai,1775923,652.0816327,110.4285714,0.120163588,0.001928231,0.179807774,0.27,1.496358224
Puducherry,Puducherry,1196990,954.2040816,122.4285714,0.080263298,0.00211521,0.120310022,0.09,1.49894191
Uttar_Pradesh,Prayagraj,7047792,794.1632653,140.4285714,0.050734984,0.00124397,0.141480983,0.44,2.788627729
Andhra_Pradesh,Prakasam,3733488,1549.836735,301.1428571,0.110660624,0.001168992,0.230571805,0.26,2.083593932
Bihar,Patna,7071903,2330.55102,488.1428571,0.113525827,0.000472794,0.184305596,0.495,1.623468427
Punjab,Patiala,2227327,661.9387755,66.42857143,0.071737422,0.002491243,0.08263168,0.255,1.151862967
Kerala,Pathanamthitta,1165397,441.5306122,66.57142857,0.104112601,9.15E-05,0.10137837,0.08,0.973737748
Haryana,Panipat,1469296,390.9591837,35.57142857,0.083667714,0.001692089,0.114971511,0.385,1.374144291
Rajasthan,Pali,2255261,518.5510204,50.28571429,0.112499979,0.001345123,0.109572703,0.495,0.973979767
Kerala,Palakkad,2995210,375.2040816,48.57142857,0.107196522,9.25E-05,0.140068933,0.09,1.306655578
Others2,Others2,0,0,0,0,0,0,0,0
Others,Others,0,0,0,0,0,0,0,0
Maharashtra,Osmanabad,1828220,206.9795918,50.28571429,0.081273343,0.008099943,0.133852848,0.21,1.646946497
West_Bengal,North_24_Parganas,11087990,4608.979592,541.2857143,0.109207345,0.002671765,0.123676729,0.495,1.132494605
Odisha,Nayagarh,1060750,148.3877551,29,0.097228046,0.000959098,0.179319686,0.085,1.844320573
Maharashtra,Nashik,7319991,4897.857143,430,0.071763091,0.001787535,0.089553966,0.335,1.247911217
Bihar,Nalanda,3426197,579.5102041,134.8571429,0.103728449,0.001377924,0.133359563,0.11,1.285660433
Maharashtra,Nagpur,5252740,1678.367347,243.8571429,0.024773971,0.001771754,0.099851135,0.19,4.030485669
Assam,Nagaon,3377084,399.9591837,100.4285714,0.062374154,0.000160626,0.121785147,0.495,1.952493776
West_Bengal,Nadia,5732669,248.7346939,42.14285714,0.101908556,0.001522294,0.145186899,0.475,1.424678208
Bihar,Muzaffarpur,6001439,349.6734694,87,0.098816386,0.001349497,0.185948593,0.495,1.88175869
West_Bengal,Murshidabad,8438930,187.5306122,31,0.115286817,0.001849315,0.135409055,0.1,1.174540668
Maharashtra,Mumbai,12875246,22516.89796,1043.428571,0.053714734,0.002387744,0.04693974,0.495,0.873870862
Uttar_Pradesh,Moradabad,5842497,416.8571429,88.57142857,0.091864278,0.001760996,0.179302609,0.08,1.951820807
Uttar_Pradesh,Meerut,3929657,374.7346939,37.85714286,0.083687864,0.002131333,0.073719582,0.495,0.880887356
Odisha,Mayurbhanj,2820002,145.122449,17.28571429,0.095985029,0.000411959,0.130958243,0.495,1.364361133
Karnataka,Mandya,1844483,365.8571429,71.14285714,0.084743,0.001596511,0.14222942,0.315,1.678361883
Kerala,Malappuram,4607416,609.2653061,73.71428571,0.07638496,0.000310577,0.087971935,0.145,1.15169184
Tamil_Nadu,Madurai,3522087,2472.632653,243.8571429,0.091935407,0.002551497,0.066092143,0.21,0.71889759
Bihar,Madhubani,5505630,139.9183673,53.71428571,0.085665341,0.00015934,0.221121371,0.36,2.581223249
Punjab,Ludhiana,3978950,745.5714286,147,0.093236427,0.007429508,0.142906299,0.405,1.532730332
Uttar_Pradesh,Lucknow,5643953,3364.693878,393.7142857,0.024668442,0.001310892,0.058498446,0.08,2.371387967
Maharashtra,Latur,2847849,695.8163265,101.2857143,0.074789558,0.005792796,0.115391156,0.495,1.542877902
Uttar_Pradesh,Kushinagar,4303027,206.7959184,32,0.064822433,0.000705963,0.09561934,0.495,1.47509644
Andhra_Pradesh,Kurnool,4591225,4903.938776,1033.142857,0.095500732,0.001295978,0.186654931,0.26,1.954486907
Andhra_Pradesh,Krishna,4836115,1390.020408,286,0.103507751,0.002451873,0.149350551,0.495,1.442892433
Kerala,Kozhikode,3285453,558.7346939,70.71428571,0.070817226,0.000678745,0.14007812,0.3,1.978023251
Kerala,Kottayam,1993556,406.4285714,65,0.109415397,0.000111991,0.181489326,0.48,1.658718339
Rajasthan,Kota,2374146,373.1836735,71.85714286,0.033612955,0.001782966,0.137696488,0.35,4.096530324
Karnataka,Koppal,1591085,261.7142857,63.28571429,0.106139724,0.003066826,0.178350255,0.495,1.680334637
Kerala,Kollam,2681357,784.5306122,61.42857143,0.071603792,0.00037975,0.077394171,0.305,1.08086694
West_Bengal,Kolkata,4429215,6021.530612,687.5714286,0.101743558,0.002848166,0.11508287,0.49,1.131107186
Maharashtra,Kolhapur,4223670,2184.653061,263.8571429,0.035139371,0.002552331,0.112109749,0.435,3.190431291
Karnataka,Kolar,1684505,575.9591837,75.85714286,0.053311579,0.002541243,0.138165093,0.265,2.591652615
Odisha,Khordha,2651917,1413.591837,217.7142857,0.05717187,0.000717238,0.149522209,0.495,2.615310797
Bihar,Katihar,3844591,131.6938776,62.28571429,0.101001179,0.000224923,0.330085402,0.16,3.268134139
Tamil_Nadu,Kanyakumari,2064474,1790.020408,224.1428571,0.108034016,0.001182806,0.141687549,0.415,1.311508675
Uttar_Pradesh,Kanpur_Nagar,4988132,1747.653061,239.1428571,0.053289453,0.002495263,0.132625683,0.495,2.488779213
Kerala,Kannur,2630254,450.5714286,40.71428571,0.09429942,0.00067639,0.107571274,0.14,1.140741622
Tamil_Nadu,Kancheepuram,5375809,2656.571429,390.4285714,0.113188548,0.001203202,0.145956477,0.495,1.289498627
Assam,Kamrup_Metropolitan,1459166,6754.020408,205.4285714,0.045024761,0.000112857,0.022071332,0.08,0.490204315
Assam,Kamrup,1730282,175.0408163,145.5714286,0.057247078,0.000456005,0.34937791,0.495,6.102982401
Karnataka,Kalaburagi,2978691,1702.653061,254.4285714,0.083445927,0.002317453,0.165439486,0.495,1.982595087
Rajasthan,Jodhpur,4596008,1691.163265,185,0.086981319,0.000449965,0.135665183,0.495,1.559704822
Uttar_Pradesh,Jhansi,2258291,980.5306122,66.14285714,0.098035578,0.001792393,0.10309164,0.32,1.051573747
Uttar_Pradesh,Jaunpur,5092293,558.9591837,96,0.070425312,0.001211814,0.185314733,0.495,2.631365441
West_Bengal,Jalpaiguri,4353029,373.4897959,43.28571429,0.112872726,0.001429137,0.140676081,0.495,1.246324829
Maharashtra,Jalna,2340859,687.0816327,47.14285714,0.124055973,0.002290156,0.068618348,0.495,0.553124093
Maharashtra,Jalgaon,4791614,2504.693878,297.1428571,0.089871362,0.004126587,0.118987555,0.08,1.323976317
Punjab,Jalandhar,2424458,634.5510204,48.71428571,0.074802334,0.001975328,0.058928976,0.46,0.78779596
Odisha,Jajpur,2031329,173.3877551,25.57142857,0.113757314,0.000301419,0.146066694,0.48,1.284020241
Madhya_Pradesh,Jabalpur,2782697,312.9387755,40,0.095770365,0.00242199,0.109297959,0.275,1.141250314
Madhya_Pradesh,Indore,4232165,1793.306122,110.2857143,0.039716756,0.0009551,0.08120155,0.185,2.044516156
West_Bengal,Hooghly,5987089,898.4285714,115.8571429,0.103776908,0.001730585,0.113195912,0.495,1.09076204
Karnataka,Haveri,1755246,270.7142857,47.28571429,0.09486874,0.002733799,0.162584757,0.495,1.713786403
Karnataka,Hassan,1827184,733.9591837,111.1428571,0.036403344,0.004400985,0.148826711,0.49,4.088270296
Uttarakhand,Haridwar,2404304,737.0204082,53.42857143,0.037053614,0.000106429,0.123173335,0.245,3.324192173
Madhya_Pradesh,Gwalior,2475115,666.2040816,47,0.094213601,0.000678268,0.077633745,0.26,0.824018444
Andhra_Pradesh,Guntur,5302318,4577.489796,838.2857143,0.094049221,0.000838321,0.181844246,0.16,1.933500823
Uttar_Pradesh,Gorakhpur,5146869,737.7959184,106.7142857,0.077144079,0.00309532,0.158028276,0.495,2.04848224
Uttar_Pradesh,Ghaziabad,6388981,980.6734694,70.85714286,0.085751481,5.00E-05,0.031411268,0.175,0.366305834
Bihar,Gaya,5423337,683.5714286,106.7142857,0.11737216,0.001177766,0.179417061,0.13,1.52861685
Uttar_Pradesh,Gautam_Buddha_Nagar,2361277,841.755102,92.71428571,0.094638044,0.000124473,0.071828185,0.32,0.758977912
Odisha,Ganjam,3897162,2606.77551,390,0.124586786,0.001396137,0.166756882,0.295,1.338479687
Karnataka,Gadag,1155573,573.4081633,71.28571429,0.065750753,0.003471905,0.166015799,0.34,2.524926218
Haryana,Faridabad,2331927,1474.77551,197,0.134716951,0.001352107,0.145282924,0.495,1.078430907
Tamil_Nadu,Erode,2486748,158.877551,22.85714286,0.080674495,0.00199658,0.109619772,0.08,1.358790928
Kerala,Ernakulam,3449887,843.9387755,67.71428571,0.07371344,0.000618067,0.056781051,0.1,0.770294405
Andhra_Pradesh,East_Godavari,5393020,8535.959184,1332.571429,0.056263535,0.000824741,0.15040031,0.495,2.673140082
Bihar,East_Champaran,6432169,192.1428571,61.42857143,0.218529916,0.001961907,0.285536012,0.495,1.306622073
Chhattisgarh,Durg,3910011,221.5306122,45,0.103586352,0.001645284,0.236552556,0.495,2.283626676
Tamil_Nadu,Dindigul,2397684,702.8163265,114.2857143,0.124506827,0.003341032,0.102726299,0.495,0.825065594
Assam,Dibrugarh,1467813,492.122449,92,0.0543843,0.000929578,0.117651915,0.38,2.163343379
Karnataka,Dharwad,2096774,1817.244898,178.4285714,0.057447963,0.003516096,0.09974868,0.495,1.736331001
Jharkhand,Dhanbad,2972477,270.3265306,8.857142857,0.037702741,0.001699725,0.091085324,0.495,2.415880669
Uttar_Pradesh,Deoria,3495943,280.4081633,54.71428571,0.094886808,0.000969743,0.115169095,0.465,1.213752448
Delhi,Delhi,19960711,12855.93878,1029.857143,0.104428142,0.001646629,0.071172926,0.495,0.681549288
Uttarakhand,Dehradun,2183252,427.1632653,48.57142857,0.086796881,0.002963978,0.124116661,0.24,1.429966838
Karnataka,Davanagere,2095957,525.6734694,120.8571429,0.140595122,0.004647827,0.243220906,0.19,1.72993844
West_Bengal,Darjeeling,2090575,552.6734694,77.85714286,0.110374957,0.001488517,0.135307257,0.115,1.225887291
Karnataka,Dakshina_Kannada,2278916,2625.734694,188.4285714,0.041301933,0.002700082,0.054362206,0.495,1.316214587
West_Bengal,Dakshin_Dinajpur,1849043,330.7959184,31.42857143,0.114458942,0.001131383,0.043202816,0.495,0.37745252
Odisha,Cuttack,2909014,502.5306122,72,0.099261471,0.001185741,0.169181309,0.45,1.704400591
Tamil_Nadu,Cuddalore,2932641,724.3469388,132.2857143,0.073903757,0.002370251,0.145596803,0.16,1.970086623
West_Bengal,Cooch_Behar,3164699,129.2857143,28.85714286,0.125501008,0.000383814,0.221468428,0.225,1.764674488
Andhra_Pradesh,Chittoor,4601128,3179.55102,544.1428571,0.087625394,0.001362621,0.143106137,0.085,1.63315827
Karnataka,Chikkaballapura,1358942,727.7142857,74.28571429,0.117877473,0.001911968,0.138732407,0.495,1.176920438
Tamil_Nadu,Chennai,4937551,13664.46939,1084,0.088735152,0.001706422,0.075996587,0.44,0.856442859
Chandigarh,Chandigarh,1217412,286.0204082,32.57142857,0.06414688,0.001519095,0.116982536,0.43,1.82366681
Assam,Cachar,2049170,386.755102,77.42857143,0.161020231,0.000632182,0.186859333,0.495,1.160471152
Bihar,Buxar,2035854,261.5510204,61.57142857,0.112256384,0.000359928,0.201499745,0.08,1.79499587
Maharashtra,Buldhana,2952348,489.8571429,54,0.073196872,0.003398422,0.099668025,0.44,1.361643231
Karnataka,Bidar,1907010,539.4693878,69.14285714,0.083245332,0.002798825,0.106836492,0.495,1.283393177
Madhya_Pradesh,Bhopal,2973789,1600.632653,190.8571429,0.061412505,0.002353691,0.117347645,0.08,1.910810258
Bihar,Bhojpur,3254287,392.5714286,100.1428571,0.110958425,0.000984237,0.154889785,0.2,1.395926309
Bihar,Bhagalpur,3723123,642.0408163,75.42857143,0.108705068,0.00161431,0.119494452,0.48,1.099253736
Karnataka,Bengaluru_Urban,13624407,31578.87755,2011,0.037867309,0.000815837,0.072591889,0.1,1.91700681
Karnataka,Belagavi,5352819,1348.204082,226.4285714,0.033974163,0.003653829,0.178671515,0.21,5.259040889
Bihar,Begusarai,3668866,281.6734694,69.85714286,0.142361671,0.000811448,0.173795599,0.495,1.220803303
Maharashtra,Beed,3037079,308.7142857,39.85714286,0.046937533,0.003163775,0.131898121,0.425,2.810077831
Uttar_Pradesh,Bareilly,5356663,848,155.1428571,0.068436252,0.003737324,0.141190324,0.495,2.06309257
Uttar_Pradesh,Barabanki,3898578,198.755102,47.57142857,0.103417336,0.001049247,0.192236342,0.295,1.858840604
Uttar_Pradesh,Ballia,3741668,583.9183673,90.57142857,0.032219036,0.001193134,0.09058694,0.235,2.811596892
Odisha,Balasore,2623782,192.6326531,26.57142857,0.107137142,0.000776289,0.139678114,0.495,1.30373193
Uttar_Pradesh,Azamgarh,5318554,257.1632653,63.28571429,0.014915397,0.001713187,0.126665576,0.08,8.492269723
Uttar_Pradesh,Ayodhya,2874258,261.1428571,68.71428571,0.080007227,0.001594639,0.129537908,0.495,1.619077598
Maharashtra,Aurangabad,4606386,4818.77551,378.5714286,0.058720829,0.001532427,0.078920758,0.495,1.343999388
Bihar,Araria,3566532,130.877551,43.71428571,0.107678613,0.000596977,0.199544557,0.23,1.853149397
Maharashtra,Amravati,3167458,439.9795918,68.71428571,0.101261601,0.004370199,0.141011671,0.095,1.392548303
Rajasthan,Alwar,4420767,1506.510204,206.5714286,0.049766135,0.000392149,0.127792214,0.47,2.567854917
Uttar_Pradesh,Aligarh,4419128,529.122449,46.42857143,0.021073808,0.000105498,0.053515573,0.135,2.539435358
Maharashtra,Akola,1997502,428.8163265,43.42857143,0.07830353,0.003177224,0.116112983,0.38,1.482857578
Rajasthan,Ajmer,3011068,577.8979592,74.85714286,0.122007375,0.00288614,0.150584046,0.29,1.234220848
Maharashtra,Ahmednagar,5048643,1526.285714,309.4285714,0.121499634,0.001456451,0.201475263,0.495,1.658237611
Andhra_Pradesh,A0tapur,4523180,4257.571429,919,0.052277948,0.000879134,0.161124599,0.495,3.082075802
Maharashtra,0ded,3867378,613.122449,79,0.046935738,0.004788202,0.123871125,0.325,2.63916431
